Date,ret,equity,spy_equity
2024-08-05,-0.026814196378375198,2.2885747389396287,5.094274954190954
2024-08-06,0.006285993209352875,2.3029607042077,5.141241607502031
2024-08-07,-0.008602500364517186,2.2831494839102846,5.106878494243884
2024-08-08,0.025277527422061723,2.340861857598493,5.224935222343226
2024-08-09,0.0049031042250959915,2.35233934726285,5.247975593646898
2024-08-12,0.003344371962073319,2.360206445021118,5.250732503948135
2024-08-13,0.018987393121912062,2.4050206126416045,5.3370838509005205
2024-08-14,0.00039939751954932203,2.4059811719087585,5.3539216303677755
2024-08-15,0.019299162253852132,2.452414592925139,5.445688836642896
2024-08-16,0.0037919963031314737,2.4617141399952565,5.457898097756254
2024-08-19,0.010273843078251693,2.4870054047730807,5.510083470920278
2024-08-20,-0.000969867893724684,2.484593338079472,5.501123360327469
2024-08-21,0.0035524550434469196,2.493419744214247,5.520028670406864
2024-08-22,-0.013260786286812109,2.4603550378629038,5.476704229645601
2024-08-23,0.0106306790389997,2.48651028259241,5.5348962720865655
2024-08-26,-0.00623396215740225,2.4710094715867372,5.521701922079432
2024-08-27,0.002350579289720894,2.4768177752753533,5.529283881749199
2024-08-28,-0.009116844009326558,2.4542370139786405,5.497185438572979
2024-08-29,-0.0004516033708335301,2.4531286722703034,5.497676461881983
2024-08-30,0.008349322354333444,2.473610634331746,5.550157544250687
2024-09-03,-0.023590711870754767,2.415256398576791,5.435941385081252
2024-09-04,-0.001497807929672784,2.41163880839081,5.4248145656862565
2024-09-05,0.0010338358407484855,2.414132047025864,5.4116208241342765
2024-09-06,-0.021398087312001348,2.362474238700904,5.3205423890931005
2024-09-09,0.011118918229583842,2.388742396580518,5.380112582457106
2024-09-10,0.007370420145703641,2.4063484316631714,5.403546624245197
2024-09-11,0.015294066636666475,2.443151284928066,5.45898114792977
2024-09-12,0.009623585280510074,2.4666631596717585,5.504963320802223
2024-09-13,0.005151294909995261,2.479369669050848,5.533714652178156
2024-09-16,-0.0019169558445922396,2.4746168268728566,5.541887421802127
2024-09-17,-0.0003546562419677711,2.473739188568728,5.544152091884052
2024-09-18,-0.004676268608441052,2.4621713196557535,5.527709199811523
2024-09-19,0.02076817972908388,2.51330613614616,5.622036176918093
